id,gender,customer_type,age,type_of_travel,class,flight_distance,inflight_wifi_service,departure_arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,on-board_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction,total_delay,average_service_rating
124995,0,1,22,0,1,184,4,2,4,4,5,4,5,5,4,4,4,4,4,5,0,0.0,0,0.0,4.75
73496,1,0,64,1,1,1182,2,5,2,4,4,2,4,4,3,3,4,4,4,4,0,2.0,0,2.0,3.5
98501,1,1,41,0,0,402,5,5,5,3,2,5,2,2,3,4,4,5,4,2,76,95.0,1,171.0,2.75
103169,0,1,30,0,1,491,3,5,3,4,2,3,2,2,2,2,1,4,4,2,15,10.0,0,25.0,2.25
96064,0,0,9,1,1,1235,2,4,2,3,5,2,5,5,3,5,3,3,4,5,0,0.0,0,0.0,4.25
11275,1,0,24,1,1,216,2,3,0,1,3,0,3,3,3,1,1,3,2,3,0,0.0,0,0.0,2.75
66102,1,0,53,0,0,1739,3,3,3,3,5,5,4,3,3,4,3,5,3,3,0,0.0,1,0.0,3.75
41252,0,0,16,0,1,852,5,4,4,4,5,4,4,5,5,1,1,1,4,5,0,4.0,1,4.0,4.75
56953,0,0,11,0,0,2565,2,3,3,3,2,2,2,4,5,3,3,2,1,2,6,6.0,0,12.0,2.5
59142,0,0,14,1,1,1744,3,2,3,3,3,3,4,3,2,3,2,4,3,3,0,0.0,0,0.0,3.25
102222,1,0,58,0,0,2811,2,2,2,2,5,4,5,4,4,4,4,3,4,4,0,0.0,1,0.0,4.0
35050,0,0,52,0,0,2973,5,5,5,5,3,5,4,4,4,4,4,4,4,5,5,18.0,1,23.0,4.0
91564,1,0,61,1,1,680,3,5,3,4,5,3,5,5,3,5,2,4,3,5,14,9.0,0,23.0,4.5
88138,1,0,60,0,0,581,2,2,2,2,5,5,5,4,4,4,4,3,4,4,14,17.0,1,31.0,4.0
86532,0,0,37,1,1,762,3,4,3,5,3,3,3,3,4,3,4,5,5,3,0,0.0,0,0.0,3.0
98280,1,0,15,0,1,1188,3,1,1,1,3,3,2,3,1,3,3,1,4,3,0,0.0,0,0.0,2.75
79879,1,1,13,0,0,1096,4,5,4,4,4,4,4,4,5,2,5,4,4,4,0,5.0,1,5.0,4.0
19707,1,1,36,0,1,409,1,2,0,4,2,0,2,2,1,1,3,4,4,2,0,0.0,0,0.0,1.75
79791,1,0,31,0,0,1886,4,4,4,4,4,4,4,4,5,5,4,5,4,4,0,0.0,1,0.0,4.0
18804,0,0,24,0,1,448,5,5,5,5,5,5,5,5,2,1,2,5,2,5,6,0.0,1,6.0,5.0
39028,1,0,65,1,1,406,1,1,1,4,1,1,1,1,1,2,4,3,3,1,15,0.0,0,15.0,1.0
94419,0,0,30,0,1,248,1,4,4,4,1,1,1,1,3,1,3,1,4,1,0,1.0,0,1.0,1.0
61588,1,0,30,1,0,1609,2,5,2,5,3,2,3,3,3,4,4,5,5,3,4,0.0,0,4.0,2.75
84632,1,0,30,1,1,707,4,4,4,4,5,4,5,5,4,3,5,3,5,5,0,0.0,0,0.0,4.75
20901,0,0,49,0,0,689,2,2,2,2,2,2,2,2,4,2,3,2,3,2,138,128.0,0,266.0,2.0
11617,1,0,47,1,1,468,3,3,3,4,2,3,2,2,1,2,4,1,3,2,0,5.0,0,5.0,2.25
22845,1,0,30,1,1,147,4,1,4,2,2,4,2,2,2,2,2,4,2,2,6,4.0,1,10.0,2.5
98571,0,0,45,0,0,3560,1,1,1,1,5,5,4,5,5,5,5,5,5,4,6,0.0,1,6.0,3.75
59338,0,0,58,0,0,2449,5,5,5,5,5,4,4,4,4,4,4,5,4,3,0,0.0,1,0.0,4.5
113857,0,1,22,0,1,1363,4,4,4,2,1,4,1,1,5,3,4,4,4,1,0,3.0,1,3.0,1.75
196,1,1,23,0,1,213,5,5,5,4,1,5,1,1,3,5,4,3,4,1,21,31.0,1,52.0,2.0
62432,1,0,11,1,1,1911,1,4,1,3,4,1,4,4,4,2,5,3,4,4,26,17.0,0,43.0,3.25
80360,0,0,26,0,0,368,2,2,4,2,5,5,5,5,4,4,5,3,4,5,0,0.0,1,0.0,4.25
59126,0,0,49,1,1,1723,3,4,3,3,2,3,4,2,2,3,2,3,2,5,0,0.0,0,0.0,2.75
67041,0,0,46,0,0,3028,1,1,1,1,5,4,4,4,4,4,4,3,4,4,0,0.0,1,0.0,3.5
115011,1,0,53,0,0,1998,2,2,2,2,5,4,5,4,4,4,4,3,4,5,0,0.0,1,0.0,4.0
54971,0,0,26,0,0,1635,2,2,2,2,3,4,3,3,4,5,4,4,4,3,13,20.0,1,33.0,2.75
119786,0,1,27,0,0,912,4,4,4,4,1,4,1,1,3,2,4,5,5,1,0,0.0,1,0.0,1.75
7140,1,0,34,0,0,2599,4,4,5,4,3,5,4,4,4,4,5,4,4,5,0,0.0,1,0.0,3.75
5890,0,0,54,0,0,2503,1,1,1,1,4,4,4,4,4,4,5,4,4,5,5,10.0,1,15.0,3.25
59670,0,0,46,1,1,854,1,5,1,3,3,5,5,5,5,1,1,3,5,5,10,16.0,0,26.0,3.5
22997,1,0,24,1,1,489,4,5,4,5,3,4,3,3,5,3,2,2,4,3,0,0.0,0,0.0,3.25
92947,0,0,12,1,1,151,3,5,0,1,1,0,1,1,4,5,4,5,5,1,0,7.0,0,7.0,1.5
7153,1,0,58,0,0,135,1,1,1,1,5,5,4,4,4,4,4,5,4,5,0,0.0,1,0.0,3.5
107072,0,0,11,1,1,395,3,5,5,3,3,5,3,3,5,4,4,3,5,3,0,1.0,0,1.0,3.0
67184,1,0,49,1,1,929,2,1,3,3,2,3,2,2,4,2,4,3,4,2,27,18.0,0,45.0,2.0
47307,1,0,42,0,1,558,4,3,3,3,4,4,4,4,1,1,5,1,5,4,0,0.0,1,0.0,4.0
124898,0,0,45,0,0,728,2,2,5,2,3,5,4,5,5,5,5,4,5,4,0,0.0,1,0.0,3.5
31783,0,0,31,1,1,602,2,1,2,4,3,2,3,3,2,3,4,4,3,3,0,0.0,0,0.0,2.75
66692,1,0,56,0,0,2297,5,5,5,5,3,4,5,3,3,3,3,5,3,3,0,0.0,1,0.0,4.0
109549,0,0,31,1,1,951,3,4,3,1,4,3,4,4,1,1,4,4,2,4,3,3.0,0,6.0,3.75
101811,1,0,35,0,1,1521,2,5,5,5,2,2,2,2,3,5,1,2,1,2,0,0.0,0,0.0,2.0
116325,1,0,43,1,1,371,4,0,2,1,1,2,1,1,2,3,5,5,4,1,5,0.0,1,5.0,1.75
30402,0,0,60,1,1,775,1,5,1,3,2,5,5,2,2,1,2,3,2,3,6,9.0,0,15.0,2.5
29916,1,0,34,0,0,399,4,4,3,3,1,4,3,4,4,4,4,4,4,1,76,82.0,0,158.0,3.0
16784,1,0,66,1,1,642,4,2,4,3,1,4,1,1,4,3,3,4,4,1,5,0.0,0,5.0,1.75
62322,1,0,64,1,1,236,3,5,3,3,3,2,2,4,3,5,4,2,3,2,179,189.0,0,368.0,3.0
77597,1,0,35,0,0,731,3,3,3,3,5,4,5,5,5,5,5,5,5,4,10,0.0,1,10.0,4.5
43035,0,0,48,0,0,192,3,2,2,2,4,4,4,1,1,1,3,2,1,4,0,0.0,0,0.0,3.0
89763,1,0,39,1,1,944,3,4,3,4,3,3,3,3,3,4,3,2,4,3,0,0.0,0,0.0,3.0
109976,1,0,25,1,1,971,5,5,5,3,3,5,3,3,3,2,5,4,4,3,0,0.0,1,0.0,3.5
88889,0,1,22,0,1,859,1,1,1,4,1,1,1,1,3,1,3,3,4,1,74,64.0,0,138.0,1.0
95573,0,0,23,0,2,441,2,3,3,3,2,2,1,2,3,1,4,1,3,2,0,0.0,0,0.0,1.75
114075,1,0,70,0,0,1892,3,2,2,2,5,2,4,3,3,3,3,2,3,3,0,0.0,0,0.0,3.75
50642,0,0,37,1,1,373,3,0,5,5,5,5,5,5,5,2,5,5,5,5,0,8.0,0,8.0,4.5
48441,0,0,19,0,0,1773,5,5,5,5,4,4,4,4,5,1,1,5,3,4,5,0.0,1,5.0,4.25
52068,0,0,38,0,1,351,4,2,2,2,4,5,4,4,3,4,5,5,1,4,0,0.0,1,0.0,4.0
45710,1,0,36,0,0,3920,4,4,2,4,4,5,4,5,5,5,5,4,5,3,5,8.0,1,13.0,4.25
114870,0,0,43,0,0,325,5,5,5,5,4,5,5,5,5,5,5,3,5,5,0,0.0,1,0.0,4.75
111328,0,0,42,0,1,283,2,4,4,4,3,4,4,2,2,2,2,4,2,1,17,14.0,0,31.0,2.75
23958,1,0,8,1,1,936,3,4,3,2,5,3,5,5,5,3,5,4,5,5,0,0.0,0,0.0,4.5
16890,1,0,34,0,0,3444,2,5,1,5,3,4,4,2,2,2,2,3,2,4,0,0.0,0,0.0,2.75
18406,0,0,30,0,0,284,4,3,3,3,4,3,4,4,3,2,3,2,3,4,0,0.0,0,0.0,4.0
3972,1,0,27,0,2,764,1,4,4,4,1,2,1,1,2,3,3,2,3,1,0,60.0,0,60.0,1.0
51312,1,0,59,0,2,158,2,5,5,5,2,2,2,2,4,3,3,2,2,2,447,438.0,0,885.0,2.0
118331,1,0,42,0,0,602,3,2,3,3,4,4,5,4,4,4,4,3,4,4,79,68.0,1,147.0,4.0
46981,0,0,61,1,1,737,2,1,2,2,2,3,3,1,1,2,5,4,1,1,60,69.0,0,129.0,2.0
34686,0,1,25,0,1,301,1,0,0,2,3,0,3,3,3,5,2,5,1,3,50,44.0,0,94.0,2.5
39239,1,1,38,0,1,108,2,0,2,3,4,2,4,4,5,2,1,5,2,4,0,41.0,0,41.0,3.5
27827,1,0,48,0,1,509,2,1,1,1,2,2,2,2,4,3,3,3,4,2,0,11.0,0,11.0,2.0
67190,1,0,58,1,1,985,3,1,3,4,5,3,2,5,4,2,4,1,4,5,0,1.0,0,1.0,3.75
85189,1,0,52,0,0,2251,4,4,4,4,4,4,4,5,5,5,5,3,5,5,0,3.0,1,3.0,4.25
52932,0,0,14,1,1,679,1,4,1,3,3,1,3,3,5,3,5,4,4,3,0,0.0,0,0.0,2.5
76171,1,0,58,1,1,546,4,2,4,3,1,4,1,1,3,3,2,4,3,1,0,0.0,0,0.0,1.75
117519,1,1,22,0,1,872,0,0,0,3,2,0,4,2,5,3,4,5,5,2,0,0.0,1,0.0,2.0
13094,0,0,55,0,0,3741,1,1,1,1,1,2,2,4,4,4,4,3,4,3,0,0.0,1,0.0,2.0
19899,0,0,40,0,1,296,3,2,2,2,3,4,3,3,3,3,3,4,3,3,5,10.0,1,15.0,3.0
127060,0,1,25,0,1,338,3,3,3,4,1,3,1,1,2,2,3,1,3,1,73,55.0,0,128.0,1.5
73608,1,0,62,0,0,2279,2,2,2,2,3,5,5,4,4,5,5,3,4,4,0,0.0,1,0.0,3.5
96929,0,0,9,1,2,1041,4,4,4,3,5,4,5,5,3,2,5,5,4,5,0,1.0,0,1.0,4.75
32245,0,0,31,0,0,101,1,1,5,1,4,4,5,4,4,4,5,5,1,4,0,0.0,1,0.0,3.5
52940,1,0,63,0,2,679,2,2,2,2,1,2,1,1,4,2,2,3,2,1,0,0.0,1,0.0,1.25
25319,1,0,62,1,1,432,2,3,2,4,4,2,4,4,3,4,5,3,4,4,0,0.0,0,0.0,3.5
114800,1,0,32,0,0,2205,2,2,2,2,4,5,4,4,4,3,5,5,5,4,50,51.0,1,101.0,3.5
13112,0,0,26,0,0,427,4,4,4,4,4,4,4,4,3,5,5,5,5,4,4,18.0,1,22.0,4.0
96509,1,0,29,1,1,436,4,4,4,4,4,4,4,4,1,2,1,5,2,4,5,13.0,0,18.0,4.0
47083,0,0,24,1,1,351,4,5,4,5,4,4,4,4,4,4,4,4,4,4,0,0.0,0,0.0,4.0
41405,0,0,29,0,0,2222,2,2,2,2,2,2,2,2,2,3,4,4,3,2,13,21.0,0,34.0,2.0
26452,0,0,57,0,1,787,5,3,2,2,5,2,5,5,5,5,5,2,5,1,0,0.0,1,0.0,5.0
111203,1,0,44,0,0,1506,5,5,5,5,5,5,5,4,4,4,4,4,4,5,0,0.0,1,0.0,4.75
75792,1,0,51,1,1,813,3,2,3,3,2,3,2,2,2,5,2,1,4,2,17,7.0,0,24.0,2.25
33061,0,0,68,1,1,84,2,5,2,3,2,4,4,1,1,2,1,5,1,5,0,0.0,0,0.0,2.25
125799,0,1,26,0,1,993,4,4,4,3,5,4,5,5,4,4,4,4,4,5,0,0.0,0,0.0,4.75
92616,0,0,60,1,0,453,3,5,4,3,5,5,4,1,1,4,1,4,1,3,9,5.0,0,14.0,3.25
113414,1,0,35,0,0,3610,1,5,5,5,3,4,4,1,1,2,1,1,1,4,0,3.0,0,3.0,2.25
87343,1,0,57,0,0,1869,3,3,3,3,4,4,5,4,4,4,4,5,4,5,0,0.0,1,0.0,4.0
12497,0,0,36,0,2,190,4,5,3,3,4,3,4,4,1,2,2,1,2,4,0,0.0,0,0.0,4.0
111478,1,0,57,0,0,1452,5,5,5,5,4,5,4,4,4,4,4,3,4,4,60,54.0,1,114.0,4.25
114775,1,0,58,0,0,2004,1,1,1,1,3,5,4,4,4,4,4,5,4,5,0,0.0,1,0.0,3.0
92903,0,0,42,0,0,3800,3,3,3,3,5,4,4,4,4,4,4,5,4,5,1,3.0,1,4.0,4.0
84375,0,1,43,0,1,606,3,1,3,2,4,3,4,4,4,1,2,4,3,4,0,0.0,0,0.0,3.75
19593,1,0,24,1,1,160,2,4,0,2,4,0,4,4,3,2,5,3,4,4,45,69.0,0,114.0,3.5
85447,0,0,45,0,0,214,1,1,1,1,5,5,5,5,5,5,5,5,5,4,13,11.0,1,24.0,4.0
119323,0,0,54,1,1,214,3,0,3,2,2,3,3,5,5,3,5,2,5,2,0,0.0,0,0.0,3.25
23162,0,0,61,1,1,300,4,4,4,3,4,4,5,5,5,4,5,5,5,5,52,34.0,0,86.0,4.5
111746,0,0,40,0,0,754,4,4,4,4,5,3,2,5,5,5,5,1,5,1,2,4.0,1,6.0,4.0
35339,1,0,12,0,0,2948,3,1,1,1,3,3,3,3,1,5,3,4,4,3,31,36.0,0,67.0,3.0
99604,1,0,41,0,0,3468,1,1,1,1,2,4,5,5,5,5,5,4,5,5,0,0.0,1,0.0,3.25
10358,0,0,50,0,0,3303,3,3,3,3,2,5,4,3,3,4,3,4,3,5,97,116.0,1,213.0,3.0
42420,0,0,53,1,2,315,3,2,3,2,2,3,2,1,1,3,1,3,1,4,0,0.0,0,0.0,2.0
97740,0,0,27,0,0,2690,5,5,5,5,5,4,5,5,5,3,5,3,4,5,49,34.0,1,83.0,5.0
37186,0,0,45,1,1,1189,3,4,3,3,5,4,4,3,3,3,3,4,3,3,13,9.0,0,22.0,3.75
97513,0,0,44,0,0,2854,1,1,1,1,5,4,5,4,4,4,4,4,4,3,27,5.0,1,32.0,3.75
31542,1,0,15,1,1,862,1,4,1,3,3,1,3,3,5,2,5,4,4,3,3,45.0,0,48.0,2.5
37100,1,0,29,0,1,1179,4,5,5,5,4,4,4,4,4,2,5,3,1,4,0,0.0,1,0.0,4.0
128255,0,1,20,0,0,304,5,0,5,2,1,5,1,1,4,4,5,3,5,1,0,0.0,1,0.0,2.0
35378,0,0,72,0,1,1056,3,1,5,1,3,4,3,3,3,3,3,2,3,1,0,0.0,0,0.0,3.0
127561,0,0,41,0,0,1670,2,2,2,2,2,3,4,4,4,4,4,4,4,4,0,14.0,1,14.0,3.0
1076,0,0,53,1,1,247,5,4,0,4,1,1,2,1,1,0,1,5,1,1,26,21.0,1,47.0,2.25
128424,0,0,57,0,1,370,2,1,1,1,3,4,4,2,2,2,2,3,2,1,1,8.0,0,9.0,2.75
96602,1,0,36,1,0,1036,4,1,4,4,2,3,3,1,1,4,1,4,1,4,15,6.0,0,21.0,2.5
61150,1,0,20,0,0,3436,1,5,5,5,1,1,1,1,1,5,4,2,4,1,111,99.0,0,210.0,1.0
94330,1,0,48,0,0,277,4,4,4,4,4,4,5,5,5,5,5,5,5,3,3,0.0,1,3.0,4.5
47573,1,0,49,0,0,1482,3,3,3,3,3,4,4,4,4,5,4,3,4,4,35,35.0,1,70.0,3.5
83652,0,0,39,0,0,577,5,5,5,5,4,4,4,5,5,5,5,3,5,3,0,0.0,1,0.0,4.5
78,1,0,58,1,1,173,4,4,4,3,2,4,2,2,4,3,4,1,5,2,0,4.0,1,4.0,2.5
6787,1,0,69,0,1,223,2,5,5,5,2,2,2,2,2,3,3,4,2,2,0,6.0,0,6.0,2.0
63655,0,1,14,0,1,796,3,2,2,3,3,3,3,3,1,5,3,4,4,3,0,0.0,0,0.0,3.0
30212,0,0,27,1,2,31,3,5,3,5,4,3,1,4,5,5,4,3,5,4,8,15.0,0,23.0,3.0
109122,1,0,41,1,2,781,1,5,1,1,3,1,3,3,3,3,5,3,5,3,5,0.0,0,5.0,2.5
41194,0,0,56,0,1,1091,5,4,4,4,2,4,5,5,5,5,5,4,5,1,3,0.0,1,3.0,4.25
126801,1,0,31,0,0,2125,2,2,2,2,4,4,4,4,3,5,5,3,5,4,0,0.0,1,0.0,3.5
53328,0,1,40,0,0,758,3,3,3,3,4,3,4,4,1,2,1,1,5,4,0,0.0,1,0.0,3.75
5188,0,0,51,0,0,2355,1,1,1,1,3,4,5,5,5,5,5,4,5,5,12,12.0,1,24.0,3.5
107495,1,0,25,0,1,711,2,5,5,5,2,2,2,2,1,3,4,4,4,2,0,0.0,0,0.0,2.0
99615,1,0,39,0,0,1154,4,4,4,4,5,4,5,2,2,2,2,3,2,5,24,34.0,1,58.0,4.0
6226,1,1,26,0,0,594,5,5,5,2,3,5,3,3,3,4,5,5,5,3,0,0.0,1,0.0,3.5
119320,0,0,70,1,1,214,2,1,2,2,3,3,3,4,4,2,5,4,4,2,0,0.0,0,0.0,3.0
28057,1,1,17,0,1,2603,4,4,4,3,4,1,1,5,3,3,3,1,3,1,2,0.0,0,2.0,3.5
70070,0,0,38,1,0,460,3,5,3,4,3,5,4,4,4,3,4,4,4,3,0,0.0,0,0.0,3.5
26317,0,0,41,1,2,2139,2,5,2,3,5,5,5,5,5,2,5,4,5,3,0,0.0,0,0.0,4.25
49857,1,0,41,0,0,326,1,1,1,1,5,3,5,4,4,4,4,2,4,4,32,22.0,1,54.0,3.75
129823,1,0,35,1,1,337,2,5,2,5,2,2,2,2,3,2,4,4,5,2,0,0.0,0,0.0,2.0
106140,1,0,43,0,1,436,3,5,5,5,3,3,3,3,4,1,4,1,4,3,0,0.0,0,0.0,3.0
75111,0,1,29,0,0,1744,3,3,3,4,2,3,2,2,5,5,3,3,4,2,4,0.0,0,4.0,2.25
51266,0,0,46,0,2,372,3,2,2,2,4,4,3,3,3,3,3,2,3,4,0,0.0,0,0.0,3.25
83044,1,0,40,0,1,1127,3,1,1,1,3,4,3,3,2,4,3,3,3,3,0,11.0,0,11.0,3.0
18309,1,0,36,0,0,3649,5,5,5,5,5,5,5,5,5,4,5,5,5,5,0,0.0,1,0.0,5.0
19368,1,0,42,0,1,476,4,4,4,4,4,4,4,4,3,5,2,4,1,4,0,0.0,1,0.0,4.0
90182,0,0,29,1,1,983,1,2,1,3,1,1,1,1,1,3,3,4,4,1,0,0.0,0,0.0,1.0
32271,0,0,37,0,1,201,2,4,4,4,2,2,2,2,3,5,3,2,2,2,3,7.0,0,10.0,2.0
80416,1,0,43,0,0,2248,1,1,1,1,3,4,5,4,4,4,4,3,4,5,0,0.0,1,0.0,3.25
32510,0,0,38,0,0,1892,4,5,4,4,2,1,5,5,5,5,5,2,5,2,0,0.0,1,0.0,4.0
61482,0,0,25,0,0,2358,1,1,1,1,5,4,5,5,5,4,3,4,4,5,107,105.0,1,212.0,4.0
44046,0,0,51,1,1,296,4,5,4,1,4,4,4,2,2,4,2,3,2,3,0,0.0,0,0.0,3.5
39049,1,0,31,0,2,230,0,0,0,4,3,0,3,3,2,5,2,2,4,3,0,0.0,1,0.0,2.25
46571,0,0,38,0,1,125,5,2,2,2,5,5,5,5,5,5,1,2,1,5,108,110.0,1,218.0,5.0
83469,1,0,49,0,0,3921,2,2,2,2,5,5,5,4,3,5,4,5,5,5,234,278.0,1,512.0,4.0
99491,1,0,67,1,1,307,4,4,4,1,1,4,1,1,3,4,3,3,4,1,3,0.0,0,3.0,1.75
112630,1,0,56,0,0,3547,3,3,3,3,3,4,4,5,5,5,5,5,5,4,5,3.0,1,8.0,3.75
127308,0,0,50,0,0,1979,1,1,1,1,2,3,4,5,5,5,5,5,5,4,0,0.0,1,0.0,3.0
112700,0,0,27,0,0,723,4,4,4,4,4,4,4,4,3,3,4,2,4,4,0,0.0,0,0.0,4.0
4263,1,1,27,0,1,502,1,4,1,4,5,1,5,5,3,5,3,4,3,5,12,14.0,0,26.0,4.0
59185,0,0,47,0,0,2290,5,5,5,5,5,4,5,4,4,4,4,4,4,3,13,0.0,1,13.0,4.75
37324,0,1,64,0,1,1028,5,5,5,2,1,5,1,1,5,2,2,3,1,1,1,0.0,1,1.0,2.0
86282,1,0,68,1,1,356,2,3,2,2,1,2,5,1,4,5,3,1,2,1,0,0.0,0,0.0,2.25
42126,1,0,41,1,1,898,4,5,3,5,3,3,3,3,2,1,4,1,4,3,0,0.0,1,0.0,3.25
8509,1,0,31,0,0,862,2,5,5,5,2,2,2,2,3,3,4,4,3,2,88,79.0,0,167.0,2.0
126424,0,1,44,0,2,328,3,2,2,4,4,3,4,4,4,1,3,2,4,4,14,17.0,0,31.0,3.75
26456,1,0,29,0,0,2771,4,2,2,2,4,4,4,4,1,1,3,2,3,4,9,0.0,0,9.0,4.0
45645,1,0,34,1,1,230,2,4,2,3,4,2,4,4,5,5,4,4,5,4,0,6.0,0,6.0,3.5
39683,0,0,53,1,2,612,4,3,5,3,4,3,3,3,3,5,3,1,3,4,1,0.0,0,1.0,3.5
9955,1,0,22,0,0,1690,1,1,1,1,1,1,1,1,4,3,2,1,3,1,6,0.0,0,6.0,1.0
69147,0,0,25,1,1,2248,2,5,2,2,4,2,4,4,4,5,3,5,5,4,0,0.0,0,0.0,3.5
113065,1,0,56,0,0,543,3,3,5,3,4,4,3,3,3,3,3,1,3,2,80,71.0,0,151.0,3.25
68722,1,0,49,0,0,1794,2,2,2,2,5,5,4,5,5,5,5,4,5,3,0,0.0,1,0.0,4.0
124125,0,0,51,0,0,2145,1,1,1,1,3,4,3,5,5,5,3,1,5,2,10,1.0,1,11.0,3.0
9798,1,0,33,1,2,383,3,4,3,4,3,3,3,3,4,2,4,5,4,3,0,0.0,0,0.0,3.0
29252,0,1,29,0,1,859,3,2,2,3,1,2,1,1,2,5,4,4,4,1,1,0.0,0,1.0,1.5
4676,0,1,36,0,1,364,2,0,2,2,3,2,5,3,5,1,2,2,2,3,0,2.0,0,2.0,3.25
54633,1,0,55,0,1,965,3,3,4,3,3,3,3,3,2,2,4,2,4,3,0,0.0,0,0.0,3.0
101098,0,0,36,0,0,758,2,2,1,2,5,4,5,2,2,2,2,3,2,3,0,0.0,1,0.0,3.5
24887,0,0,56,0,0,3193,4,4,4,4,3,3,4,4,4,4,4,1,4,4,2,0.0,1,2.0,3.75
117521,0,0,56,0,0,2835,2,2,2,2,4,5,5,3,3,3,3,4,3,3,2,0.0,1,2.0,3.5
50523,0,0,49,1,1,308,2,5,2,2,2,5,5,3,3,2,3,4,3,3,3,0.0,0,3.0,3.0
1560,0,0,52,0,0,3463,1,1,1,1,2,5,5,5,5,5,5,5,5,3,0,0.0,1,0.0,3.25
324,1,1,21,0,0,821,4,0,4,2,5,4,5,5,5,3,4,4,4,5,0,3.0,1,3.0,4.75
127069,0,0,64,0,0,2290,3,5,3,3,3,3,3,3,3,3,3,3,3,4,20,19.0,0,39.0,3.0
58666,1,0,23,0,2,867,4,1,1,1,4,4,3,4,3,1,3,4,3,4,16,3.0,0,19.0,3.75
5401,0,0,64,1,1,812,3,3,3,3,3,1,3,2,2,3,2,5,2,5,0,0.0,0,0.0,2.75
123179,1,1,38,0,1,250,1,2,1,4,1,1,3,1,4,1,4,3,3,1,100,95.0,0,195.0,1.5
43848,0,0,41,0,1,174,4,4,4,4,4,4,4,4,3,4,4,1,3,4,0,0.0,1,0.0,4.0
72905,0,0,33,0,0,1035,2,2,3,2,4,4,5,4,4,4,4,5,4,5,2,0.0,1,2.0,3.75
10044,0,0,33,0,0,3493,2,2,2,2,2,4,5,4,4,4,4,3,4,4,0,0.0,1,0.0,3.25
44889,1,0,39,0,0,536,4,4,4,4,3,1,3,4,4,4,4,4,4,4,2,3.0,1,5.0,3.5
80957,1,0,63,0,0,3182,2,2,2,2,5,4,5,4,4,4,4,3,4,4,0,0.0,1,0.0,4.0
34180,0,1,24,0,1,1237,5,5,5,1,1,5,1,1,4,5,5,4,5,1,0,0.0,1,0.0,2.0
96120,1,0,15,0,0,1848,5,5,5,5,5,5,5,5,5,2,4,3,5,5,68,63.0,1,131.0,5.0
62978,0,1,48,0,1,909,2,2,2,3,2,2,2,2,3,4,3,1,4,2,48,29.0,0,77.0,2.0
18419,1,0,16,1,1,750,4,4,4,3,4,5,5,4,5,5,4,5,5,5,201,199.0,0,400.0,4.25
65946,1,0,60,0,0,1372,1,1,1,1,2,4,4,2,2,2,2,4,2,5,81,93.0,1,174.0,2.25
1199,0,0,56,1,1,270,2,0,2,1,2,5,5,5,5,2,5,3,5,4,11,0.0,0,11.0,3.5
39783,0,0,38,0,2,521,4,4,4,4,4,4,4,4,3,1,2,2,2,4,0,12.0,1,12.0,4.0
121777,0,0,46,0,0,449,4,4,4,4,5,4,5,4,4,4,4,4,4,4,0,0.0,1,0.0,4.5
76424,1,1,23,0,1,405,1,2,0,4,1,0,1,1,2,1,3,1,3,1,4,0.0,0,4.0,1.0
90156,1,0,69,0,0,583,4,2,4,4,3,3,5,4,4,4,4,4,4,2,0,0.0,1,0.0,4.0
55071,1,0,55,0,1,1635,2,1,1,1,2,2,2,2,1,5,2,4,1,2,0,0.0,0,0.0,2.0
80917,0,0,55,0,0,341,1,1,1,1,3,5,4,5,5,5,5,5,5,4,9,26.0,1,35.0,3.25
31968,0,0,39,0,0,3203,3,1,3,1,3,3,4,3,3,3,3,1,3,4,0,0.0,0,0.0,3.25
47163,1,0,37,0,1,954,3,5,5,5,3,3,3,3,2,3,4,3,4,3,0,5.0,0,5.0,3.0
73739,0,0,31,1,1,192,2,5,2,3,1,2,3,1,5,4,4,4,5,1,0,0.0,0,0.0,1.75
118216,1,0,20,0,0,735,3,3,3,3,3,4,3,3,5,4,5,4,4,3,110,120.0,1,230.0,3.0
53819,0,0,33,0,0,3269,5,5,5,5,4,2,1,4,4,4,3,1,4,2,53,47.0,1,100.0,3.5
78502,0,1,30,0,1,666,4,1,4,4,1,4,4,1,1,4,3,4,4,1,51,35.0,0,86.0,2.5
110074,0,0,49,0,0,3812,2,2,2,2,2,5,5,4,4,4,4,4,4,3,12,3.0,1,15.0,3.25
87220,1,0,50,1,1,946,3,4,3,3,4,3,2,4,3,5,3,1,3,4,0,0.0,0,0.0,3.25
22290,0,0,43,0,1,145,2,1,1,1,3,1,5,2,2,2,2,3,2,4,0,0.0,1,0.0,3.0
94307,1,0,50,0,0,562,4,4,4,4,2,4,5,4,4,4,4,3,4,3,29,22.0,1,51.0,3.75
108145,0,1,35,0,1,1166,3,3,3,4,5,3,1,5,4,1,3,3,3,5,17,6.0,0,23.0,3.5
112870,1,0,48,0,0,715,3,3,3,3,2,5,4,5,5,5,5,5,5,3,0,0.0,1,0.0,3.5
70165,1,0,30,1,1,550,1,4,1,3,1,1,1,1,2,4,4,3,4,1,0,0.0,0,0.0,1.0
66828,1,1,39,0,0,731,2,2,2,3,4,2,4,4,3,2,4,5,5,4,0,0.0,0,0.0,3.5
